No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Contact TG/DMR ID,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,Scan List,Receive Group List,TX Prohibit,Reverse,Simplex TDMA,TDMA Adaptive,AES Digital Encryption,Digital Encryption,Call Confirmation,Talk Around,Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,Digi APRS RX,Analog APRS PTT Mode,Digital APRS PTT Mode,APRS Report Type,Digital APRS Report Channel,Correct Frequency[Hz],SMS Confirmation,Exclude channel from roaming,DMR MODE,DataACK Disable,R5toneBot,R5ToneEot,Auto Scan,Ana Aprs Mute,Send Talker Alias
387,3RPS User Act 2,439.925,434.725,D-Digital,High,12.5K,Off,Off,User Act Eng 2,Group Call,123,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
388,3RPS World Eng,439.925,434.725,D-Digital,High,12.5K,Off,Off,Worldwide Eng,Group Call,13,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
390,3RSV AU,439.425,434.425,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
391,3RSV BM ACT,439.425,434.425,D-Digital,High,12.5K,Off,Off,BM ACT,Group Call,5051,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
392,3RSV BM NSW,439.425,434.425,D-Digital,High,12.5K,Off,Off,BM NSW,Group Call,5052,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
393,3RSV BM Vic,439.425,434.425,D-Digital,High,12.5K,Off,Off,BM Vic,Group Call,5053,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
394,3RSV BM Qld,439.425,434.425,D-Digital,High,12.5K,Off,Off,BM Qld,Group Call,5054,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
395,3RSV BM SA,439.425,434.425,D-Digital,High,12.5K,Off,Off,BM SA,Group Call,5055,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
396,3RSV BM WA,439.425,434.425,D-Digital,High,12.5K,Off,Off,BM WA,Group Call,5056,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
397,3RSV BM Tas,439.425,434.425,D-Digital,High,12.5K,Off,Off,BM Tas,Group Call,5057,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
398,3RSV BM NT,439.425,434.425,D-Digital,High,12.5K,Off,Off,BM NT,Group Call,5058,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
399,3RSV Local,439.425,434.425,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
400,3RSV State Link,439.425,434.425,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
401,3RSV BM Pac Rim,439.425,434.425,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
402,3RSV BM World,439.425,434.425,D-Digital,High,12.5K,Off,Off,BM Worldwide,Group Call,91,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
403,3RSV BM Wrld Eng,439.425,434.425,D-Digital,High,12.5K,Off,Off,BM Worldwide Eng,Group Call,913,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
404,3RSV BM Eur Eng,439.425,434.425,D-Digital,High,12.5K,Off,Off,BM Europe Eng,Group Call,923,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
406,3RTA AU,438.125,431.125,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
407,3RTA ACT,438.125,431.125,D-Digital,High,12.5K,Off,Off,ACT,Group Call,3801,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
408,3RTA NSW,438.125,431.125,D-Digital,High,12.5K,Off,Off,NSW,Group Call,3802,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
409,3RTA Vic,438.125,431.125,D-Digital,High,12.5K,Off,Off,Vic,Group Call,3803,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
410,3RTA Qld,438.125,431.125,D-Digital,High,12.5K,Off,Off,Qld,Group Call,3804,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
411,3RTA SA,438.125,431.125,D-Digital,High,12.5K,Off,Off,SA,Group Call,3805,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
412,3RTA WA,438.125,431.125,D-Digital,High,12.5K,Off,Off,WA,Group Call,3806,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
413,3RTA Tas,438.125,431.125,D-Digital,High,12.5K,Off,Off,Tas,Group Call,3807,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
414,3RTA NT,438.125,431.125,D-Digital,High,12.5K,Off,Off,NT,Group Call,3808,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
415,3RTA Local,438.125,431.125,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
416,3RTA State Link,438.125,431.125,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
417,3RTA AU Nets,438.125,431.125,D-Digital,High,12.5K,Off,Off,AU Nets,Group Call,5,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
418,3RTA AU Repeat 1,438.125,431.125,D-Digital,High,12.5K,Off,Off,AU Repeater 1,Group Call,3809,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
419,3RTA AU Repeat 2,438.125,431.125,D-Digital,High,12.5K,Off,Off,AU Repeater 2,Group Call,3810,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
420,3RTA User Act 1,438.125,431.125,D-Digital,High,12.5K,Off,Off,User Act Eng 1,Group Call,113,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
421,3RTA User Act 2,438.125,431.125,D-Digital,High,12.5K,Off,Off,User Act Eng 2,Group Call,123,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
422,3RTA World Eng,438.125,431.125,D-Digital,High,12.5K,Off,Off,Worldwide Eng,Group Call,13,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
424,3RTE AU,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
425,3RTE ACT,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,ACT,Group Call,3801,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
426,3RTE NSW,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,NSW,Group Call,3802,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
427,3RTE Vic,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,Vic,Group Call,3803,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
428,3RTE Qld,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,Qld,Group Call,3804,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
429,3RTE SA,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,SA,Group Call,3805,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
430,3RTE WA,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,WA,Group Call,3806,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
431,3RTE Tas,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,Tas,Group Call,3807,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
432,3RTE NT,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,NT,Group Call,3808,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
433,3RTE Local,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
434,3RTE State Link,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
435,3RTE AU Nets,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,AU Nets,Group Call,5,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
436,3RTE AU Repeat 1,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,AU Repeater 1,Group Call,3809,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
437,3RTE AU Repeat 2,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,AU Repeater 2,Group Call,3810,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
438,3RTE User Act 1,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,User Act Eng 1,Group Call,113,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
439,3RTE User Act 2,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,User Act Eng 2,Group Call,123,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
440,3RTE World Eng,438.9125,431.9125,D-Digital,High,12.5K,Off,Off,Worldwide Eng,Group Call,13,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
442,3RWO AU,146.975,146.375,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
443,3RWO BM ACT,146.975,146.375,D-Digital,High,12.5K,Off,Off,BM ACT,Group Call,5051,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
444,3RWO BM NSW,146.975,146.375,D-Digital,High,12.5K,Off,Off,BM NSW,Group Call,5052,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
445,3RWO BM Vic,146.975,146.375,D-Digital,High,12.5K,Off,Off,BM Vic,Group Call,5053,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
446,3RWO BM Qld,146.975,146.375,D-Digital,High,12.5K,Off,Off,BM Qld,Group Call,5054,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
447,3RWO BM SA,146.975,146.375,D-Digital,High,12.5K,Off,Off,BM SA,Group Call,5055,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
448,3RWO BM WA,146.975,146.375,D-Digital,High,12.5K,Off,Off,BM WA,Group Call,5056,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
449,3RWO BM Tas,146.975,146.375,D-Digital,High,12.5K,Off,Off,BM Tas,Group Call,5057,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
450,3RWO BM NT,146.975,146.375,D-Digital,High,12.5K,Off,Off,BM NT,Group Call,5058,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
451,3RWO Local,146.975,146.375,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
452,3RWO State Link,146.975,146.375,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
453,3RWO BM Pac Rim,146.975,146.375,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
454,3RWO BM World,146.975,146.375,D-Digital,High,12.5K,Off,Off,BM Worldwide,Group Call,91,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
455,3RWO BM Wrld Eng,146.975,146.375,D-Digital,High,12.5K,Off,Off,BM Worldwide Eng,Group Call,913,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
456,3RWO BM Eur Eng,146.975,146.375,D-Digital,High,12.5K,Off,Off,BM Europe Eng,Group Call,923,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
458,3RWV AU,438.4,431.4,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
459,3RWV ACT,438.4,431.4,D-Digital,High,12.5K,Off,Off,ACT,Group Call,3801,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
460,3RWV NSW,438.4,431.4,D-Digital,High,12.5K,Off,Off,NSW,Group Call,3802,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
461,3RWV Vic,438.4,431.4,D-Digital,High,12.5K,Off,Off,Vic,Group Call,3803,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
462,3RWV Qld,438.4,431.4,D-Digital,High,12.5K,Off,Off,Qld,Group Call,3804,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
463,3RWV SA,438.4,431.4,D-Digital,High,12.5K,Off,Off,SA,Group Call,3805,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
464,3RWV WA,438.4,431.4,D-Digital,High,12.5K,Off,Off,WA,Group Call,3806,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
465,3RWV Tas,438.4,431.4,D-Digital,High,12.5K,Off,Off,Tas,Group Call,3807,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
466,3RWV NT,438.4,431.4,D-Digital,High,12.5K,Off,Off,NT,Group Call,3808,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
467,3RWV Local,438.4,431.4,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
468,3RWV State Link,438.4,431.4,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
469,3RWV AU Nets,438.4,431.4,D-Digital,High,12.5K,Off,Off,AU Nets,Group Call,5,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
470,3RWV AU Repeat 1,438.4,431.4,D-Digital,High,12.5K,Off,Off,AU Repeater 1,Group Call,3809,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
